Actual,Predicted
4,3.4098971555228386
2,2.0
2,2.7721399793675245
4,2.2901294890079824
2,2.0
2,2.0
2,3.747145985528667
4,3.364947016752998
2,2.0
4,2.6555622392010934
4,3.762405270782277
4,3.707214746324872
2,2.0
4,3.060361227391451
1,1.915204069687256
2,2.0
4,3.590425226845861
1,2.647394148393725
1,3.1596454061532393
4,3.453762767146782
2,2.0
2,3.352800404731705
2,2.0
4,3.841666666666667
1,3.9201393901081043
2,2.0
4,3.2529990029082168
4,3.5792992220881787
1,3.8326413408275934
4,2.840169382183137
2,2.0
4,3.5676580744615234
4,2.132901884382154
3,2.83
4,2.9084925188996635
2,2.0
2,2.0
2,2.236666666666667
2,2.0
4,3.403815236249972
2,2.0
4,3.783409719578474
1,3.061816347207161
4,3.6843746331517386
4,3.166450428222293
2,2.0
2,2.0
4,2.8455649135584755
2,2.0
4,2.821407805843347
4,3.792489975159347
2,2.0
4,3.926988526447701
2,2.0
4,3.019352268028572
2,2.0
2,2.0
4,3.80189234267016
2,2.0
4,3.5686024968052106
2,2.0
4,1.8944192813573273
3,2.0166666666666666
4,3.875694444444444
4,3.670164049861043
0,3.4984685041419508
2,2.0
4,3.020514468556135
2,2.0
2,2.0
2,2.0
1,3.478032680473796
4,3.4289985684763997
2,2.0866666666666664
2,2.0
4,3.279693719357909
2,2.0
4,2.5291088146970497
2,2.0
3,2.0633333333333335
2,2.013333333333333
0,2.901387405482063
2,2.0
4,2.824584790626091
2,2.0033333333333334
4,2.54336151508253
0,3.134741335605183
2,2.05
1,2.9141910959671624
2,2.0
2,2.0
4,3.4079507382619294
4,3.3024565809360444
2,2.0
2,2.0533333333333332
4,3.6932032912646955
4,3.6812628207399145
2,2.0
4,3.344470168936793
2,2.0
4,3.4314712960196325
4,2.8659277169959836
2,2.2
3,2.83
2,2.0
4,3.2269637904171145
4,3.259795260040191
2,2.0
4,2.4467515035088687
2,2.0
2,2.0
4,3.613207945728578
2,2.0
2,2.0
0,3.234611111111111
1,2.3866666666666667
4,3.090622821013815
4,3.952096477187522
4,3.734935086909862
2,2.09
2,2.0
2,2.0
2,2.0
2,2.1166666666666667
2,2.999669129766479
4,3.8
4,3.148258164615807
4,3.440592753901718
4,3.5721389080581307
4,3.9795211100132284
4,2.2659983573499924
4,3.601942382364807
4,3.069873868077924
4,1.937424239261139
1,2.616495809007501
4,3.9392444404552496
2,2.0
2,2.0
2,2.026666666666667
4,3.9116360446570972
0,3.589113120614855
4,3.181583600381832
2,2.0
2,2.32
0,3.5430394328361756
1,2.279265075202409
4,3.0341461661388434
2,2.0
4,3.4756157881506176
4,2.78222613512777
2,2.0
4,3.194755305331238
4,3.496801437790538
4,3.605474948830606
2,2.0
2,2.5633333333333335
1,2.37424628568542
4,2.6882840062954094
2,2.0
2,2.0
4,1.791736041914082
4,3.3344597532279066
2,2.0
4,3.077470976480613
4,2.3100665432240293
2,2.0
2,2.0
4,2.81627866314496
4,3.47071432748538
4,3.311390097789013
2,2.0
2,2.0
1,2.8329871658362418
4,2.738216481813705
2,2.0
2,2.0
4,1.5612488292108697
4,3.366913647198986
4,1.5929521757550869
2,2.0
4,3.0652954944104853
4,2.439376265383164
4,2.9550032700209137
2,2.0
2,2.0
2,3.463252471169472
2,2.0
2,2.0
4,3.7879259259259257
4,3.5553850510069167
0,3.5132906996984774
1,3.9064304439259074
4,3.4443330249120723
2,2.0
1,3.2511073052881225
4,3.8495200923082877
1,2.4961793969459762
2,2.0
3,2.1633333333333336
2,2.0
2,2.0
4,2.743959449098079
0,1.7865555555555557
2,2.03
4,2.7698607531318236
2,2.0766666666666667
2,2.6566666666666667
4,3.9806959412525877
2,2.8566666666666665
4,3.7542866711569567
2,2.0
4,3.1828570007827874
4,3.6908256492966642
4,3.9697637772592405
2,3.1011398562451196
4,3.5179947612789775
4,3.68582846153118
4,3.321350549142216
2,2.033333333333333
4,3.653459979058522
2,2.0033333333333334
4,3.7667777777777776
4,3.945795839918636
4,3.457117845359323
1,3.3822757476920216
2,2.0
4,3.9942132034632034
2,2.0
4,3.433576759713853
2,2.54
4,3.9541732804232805
2,2.0
4,3.3401253272827227
4,3.8997109286780938
2,2.0
4,3.528687382309025
4,3.6896741604173084
4,2.7548109746680676
0,3.8320760681395964
1,3.065846635477188
3,2.216666666666667
2,2.0
4,3.7270845860738433
3,2.5166666666666666
4,3.482439431946926
4,3.968374289943153
4,3.9225454545454546
4,3.204828130141688
2,2.3066666666666666
2,2.0
2,2.0
2,2.0
2,2.0
1,3.6638428074564855
4,3.1703207202323984
1,2.378595275175777
2,2.0
4,3.2845539191052375
2,2.0
2,2.0
2,2.0
2,2.0
2,3.938810242479623
2,2.0
2,3.9077680251493234
1,2.8277280023199447
2,2.216666666666667
1,1.3396495954015593
1,3.9175446806671848
4,3.2886382545237414
4,3.586066073950696
4,2.035431359389337
4,3.791421657995423
2,2.0166666666666666
4,3.8146699643845294
4,3.9603113204563405
2,2.03
3,2.013333333333333
4,3.258816705455118
4,2.8764563492063493
1,3.121944831535775
2,2.0
4,3.889601926600679
4,2.799291569183449
4,2.8889996165722573
4,3.737672010424752
2,2.0
4,3.8037229203198772
4,3.3568952635222447
2,2.0
1,3.036476790913783
2,2.0
4,3.665323092661954
